split,case_id,ficha,p1,p2,p3,p4,p5,alto_impacto,acotado,reversible,escala_masiva,naturaleza_restrictiva,decision_financiera,irreversible_sin_intervencion,exposicion_regulatoria,profiling,clasificacion,razonamiento
test,TC-N-05,"Nombre de la iniciativa: Agente de Bloqueo de Cuentas por Fraude
Tipo de intent: Operativo
Declaracion del intent: Sistema de prevención de fraude que analiza el comportamiento del cliente en tiempo real y bloquea automáticamente la cuenta completa cuando el nivel de riesgo detectado supera el umbral configurado. El equipo de fraude recibe la alerta y puede desbloquear la cuenta si la revisión lo indica.
Area proponente: Prevención de Fraude
Flujo de valor o area afectada: Protección de cuentas activas ante riesgo de fraude sistémico
Metricas de exito: Tasa de detección de fraude en cuentas bloqueadas >= 92%; falsos positivos < 1;5%; tiempo de bloqueo desde detección < 1 segundo; tiempo promedio de revisión y desbloqueo < 4 horas
Impacto en personas: Clientes (~95.000 cuentas activas monitoreadas). El bloqueo afecta el acceso del cliente a todos sus servicios simultáneamente. El equipo de fraude (12 analistas) puede revertir el bloqueo ex-post. Criticidad máxima — pérdida total de acceso.
Supuesto de riesgo inicial: El equipo de fraude tiene capacidad operativa para revisar y resolver alertas críticas en menos de 4 horas; la plataforma de detección interna tiene disponibilidad >= 99;99%
Restricciones explicitas: El sistema no puede bloquear cuentas corporativas sin escalada adicional a Account Management; cumplimiento Ley 25.326 y BCRA; notificación obligatoria al cliente del bloqueo y motivos; el bloqueo de cuenta solo puede ser revertido por el equipo de fraude tras revisión documentada; presupuesto máximo USD 240.000
Sponsor: Diego Carrasco — Gerente de Prevención de Fraude
Datos requeridos: personales, confidenciales",si,si,No,si,si,si,,,,,,,,,Negro,
test,TC-N-06,"Nombre de la iniciativa: Cancelación Automática de Reservas por Impago
Tipo de intent: Operativo
Declaracion del intent: Sistema que cancela automáticamente reservas de instalaciones corporativas (gimnasio; comedor; estacionamiento) a empleados con cuotas vencidas más de 30 días; en proceso nocturno sin intervención humana por caso; y bloquea nuevas reservas hasta regularizar. RRHH recibe reporte consolidado al día siguiente.
Area proponente: Servicios Generales / RRHH
Flujo de valor o area afectada: Gestión de acceso a instalaciones corporativas para empleados
Metricas de exito: Tasa de procesamiento correcto de cancelaciones >= 99;5%; tiempo de procesamiento del ciclo diario < 30 minutos; reducción de cuotas vencidas en cartera de instalaciones >= 30%
Impacto en personas: Empleados (~2.400 con reservas activas). La cancelación afecta directamente el acceso del empleado a la instalación en la fecha programada. No hay revisión humana por caso. RRHH recibe reporte al día siguiente (ex-post). Criticidad media para cada empleado individual; alta por el volumen colectivo.
Supuesto de riesgo inicial: Los datos de cuotas están correctamente actualizados en el sistema antes del ciclo nocturno; RRHH revisa el reporte consolidado dentro de las 24 horas siguientes al ciclo
Restricciones explicitas: El sistema no puede cancelar reservas con menos de 72 horas de anticipación por impacto operativo; cumplimiento normativa laboral sobre beneficios al empleado; Ley 25.326; RRHH puede revertir cancelaciones individualmente antes de que tomen efecto; el empleado recibe notificación previa con plazo de regularización; presupuesto máximo USD 40.000
Sponsor: Valeria Montes — Gerenta de Desarrollo Organizacional
Datos requeridos: personales",si,si,No,No,si,si,,,,,,,,,Negro,
test,TC-PP-01,"Nombre de la iniciativa: Pipeline de Aprobación de Microcréditos
Tipo de intent: Negocio
Declaracion del intent: Pipeline de procesamiento de solicitudes de microcrédito compuesto por tres componentes: Componente A calcula el score crediticio; Componente B genera automáticamente la comunicación personalizada al cliente con el resultado usando un LLM externo; Componente C ejecuta el alta del crédito o el rechazo en el sistema de facturación sin intervención humana por solicitud.
Area proponente: Crédito y Cobranzas
Flujo de valor o area afectada: Procesamiento automatizado de solicitudes de microcrédito
Metricas de exito: Tiempo de resolución de solicitud < 5 minutos; tasa de mora en cartera aprobada <= 4%; tasa de aprobación dentro de parámetros de política +/- 3%
Impacto en personas: Clientes (~18.000 solicitantes de microcrédito por mes). El pipeline decide y ejecuta la aprobación o rechazo sin intervención humana. El resultado afecta directamente la capacidad financiera del cliente. Criticidad máxima.
Supuesto de riesgo inicial: El LLM externo (Componente B) será homologado antes del despliegue en producción; el Componente C opera solo cuando el score del Componente A supera el umbral aprobado
Restricciones explicitas: El LLM externo (Componente B) no puede emitir comunicaciones fuera del template aprobado; los umbrales de aprobación deben estar validados por el área de Riesgo; el LLM externo debe completar evaluación de seguridad del proveedor; cumplimiento BCRA y Ley 25.065 de Tarjetas de Crédito; prohibición de sesgo discriminatorio; el cliente debe poder solicitar revisión humana de la decisión; presupuesto máximo USD 220.000
Sponsor: Fernando Aguirre — Director de Crédito y Cobranzas
Datos requeridos: personales, confidenciales",si,si,si,si,si,si,,,,,,,,,Negro,
test,TC-PRE-01,"Nombre de la iniciativa: Resumen de Historial (caso pre-clasificado)
Tipo de intent: Operativo
Declaracion del intent: Sistema que genera un resumen del historial de contactos del cliente antes de cada llamada entrante: últimas interacciones; estado de reclamos abiertos y plan activo. El intent del sistema coincide con el caso pre-clasificado publicado en el catálogo del N2. El área solicita registro directo con referencia al caso pre-clasificado.
Area proponente: Atención al Cliente
Flujo de valor o area afectada: Atención de llamadas entrantes en canal corporativo de clientes
Metricas de exito: Disponibilidad del resumen en pantalla antes de la conexión >= 98%; tiempo de carga del resumen < 3 segundos; satisfacción del representante con la herramienta >= 4/5
Impacto en personas: Empleados (95 representantes de atención al cliente corporativo) como usuarios del sistema. El resumen informa al representante; no influye directamente en decisiones sobre el cliente.
Supuesto de riesgo inicial: El caso pre-clasificado del catálogo N2 coincide exactamente con el intent del sistema; la plataforma CRM está disponible con latencia aceptable antes de cada llamada
Restricciones explicitas: El sistema no propone acciones; solo presenta resumen informativo; cumplimiento Ley 25.326; si el intent difiere del caso pre-clasificado en cualquier dimensión; debe completarse el Fast Gate completo; presupuesto máximo USD 23.000
Sponsor: Claudia Herrera — Gerenta de Atención al Cliente
Datos requeridos: personales",si,No,No,No,No,No,,,,,,,,,Verde,
test,TC-R-01,"Nombre de la iniciativa: Motor de Scoring Crediticio
Tipo de intent: Negocio
Declaracion del intent: Sistema de evaluación crediticia que calcula un score de riesgo para solicitudes de plan pospago. Procesa datos financieros y de comportamiento del cliente; llama a una API externa de scoring y devuelve una recomendación de aprobación o rechazo al analista. El analista registra la decisión final.
Area proponente: Crédito y Cobranzas
Flujo de valor o area afectada: Proceso de evaluación y aprobación de planes pospago
Metricas de exito: Tasa de mora en cohorte de aprobados <= 3%; tiempo de evaluación crediticia < 3 minutos; tasa de aprobación dentro de banda de política +/- 5%
Impacto en personas: Clientes (~5.000 solicitantes de plan pospago por mes). El score determina en la práctica si el cliente accede al plan. 35 analistas de crédito registran la decisión formal. Criticidad muy alta — decisión financiera con impacto en acceso al servicio.
Supuesto de riesgo inicial: La API externa de scoring será homologada antes del despliegue en producción; el analista valida y registra formalmente la decisión final en cada caso
Restricciones explicitas: El sistema no toma la decisión; el analista de crédito registra formalmente la aprobación o rechazo; cumplimiento BCRA; Ley 25.326 y Ley 25.065 de Tarjetas de Crédito; prohibición de uso de variables que generen sesgo discriminatorio; presupuesto máximo USD 150.000
Sponsor: Fernando Aguirre — Director de Crédito y Cobranzas
Datos requeridos: personales",si,si,si,si,No,No,,,,,,,,,Rojo,
test,TC-R-02,"Nombre de la iniciativa: Ajuste Automático de Límites de Crédito
Tipo de intent: Negocio
Declaracion del intent: Sistema que analiza mensualmente el comportamiento de pago de cada cliente pospago y ajusta automáticamente su límite de crédito dentro de los parámetros y bandas definidos por la política de crédito vigente; sin discrecionalidad fuera de esos límites. Genera log mensual revisable por el equipo de crédito dentro de las 48 horas.
Area proponente: Crédito y Cobranzas
Flujo de valor o area afectada: Gestión mensual del riesgo crediticio de la base pospago
Metricas de exito: Reducción de mora en cartera >= 15%; tiempo de procesamiento del ciclo mensual < 4 horas; ajustes dentro de parámetros de política >= 99;5%
Impacto en personas: Clientes (~85.000 pospago activos) que reciben ajustes automáticos de límite de crédito sin intervención humana por caso. El ajuste afecta directamente la capacidad de consumo del cliente. Criticidad alta.
Supuesto de riesgo inicial: Los parámetros de política de crédito están correctamente definidos y vigentes; el log mensual es revisado por el equipo de crédito dentro de las 48 horas posteriores al ciclo
Restricciones explicitas: Los ajustes no pueden superar los límites máximos definidos en la política de crédito aprobada; cumplimiento BCRA y Ley 25.326; el cliente debe poder solicitar revisión humana de cualquier ajuste de su límite; presupuesto máximo USD 100.000
Sponsor: Fernando Aguirre — Director de Crédito y Cobranzas
Datos requeridos: personales, confidenciales",si,si,No,si,si,No,,,,,,,,,Rojo,
test,TC-R-03,"Nombre de la iniciativa: Agente de Resolución Automática de Reclamos
Tipo de intent: Negocio
Declaracion del intent: Agente que recibe reclamos de clientes vía API; los clasifica con un LLM externo y aplica automáticamente compensaciones acotadas al catálogo de resoluciones aprobado por policy (crédito de factura; ajuste de plan menor); cerrando el caso en el sistema de gestión. Escala a humano solo cuando el reclamo no encaja en ninguna categoría predefinida.
Area proponente: Operaciones de Atención
Flujo de valor o area afectada: Procesamiento automatizado de reclamos simples multicanal
Metricas de exito: Tasa de resolución automatizada >= 65%; tiempo promedio de cierre de reclamos simples < 2 horas; satisfacción del cliente post-resolución >= 3;9/5
Impacto en personas: Clientes (~8.000 con reclamos simples por mes). El agente aplica resoluciones concretas (créditos; ajustes) sobre el reclamo del cliente sin revisión humana por caso. Criticidad alta — las resoluciones afectan la relación comercial.
Supuesto de riesgo inicial: El LLM externo clasifica correctamente el tipo de reclamo con precisión >= 92%; las resoluciones aplicadas están dentro del catálogo de compensaciones aprobado
Restricciones explicitas: El agente no puede aplicar compensaciones fuera del catálogo aprobado; el LLM externo cumple evaluaciones de seguridad y confidencialidad; cumplimiento Ley de Defensa del Consumidor; escalada obligatoria a humano cuando el reclamo no encaja en categorías predefinidas; presupuesto máximo USD 130.000
Sponsor: Tomás Elizondo — Gerente de Operaciones de Reclamos
Datos requeridos: personales, confidenciales",si,si,No,si,si,No,,,,,,,,,Rojo,
test,TC-R-04,"Nombre de la iniciativa: Detección de Fraude con Bloqueo de Transacciones
Tipo de intent: Operativo
Declaracion del intent: Sistema de prevención de fraude que analiza cada transacción en tiempo real y bloquea automáticamente las que superan el umbral de riesgo definido. El equipo de fraude recibe alertas y puede revertir el bloqueo caso por caso.
Area proponente: Prevención de Fraude
Flujo de valor o area afectada: Protección de transacciones en tiempo real
Metricas de exito: Tasa de detección de fraude real >= 95%; falsos positivos < 2%; tiempo de bloqueo < 500ms por transacción
Impacto en personas: Clientes (~120.000 transacciones por día analizadas). El bloqueo automático afecta directamente la operación del cliente en el momento de la transacción. El equipo de fraude (12 analistas) puede revertir el bloqueo en hasta 2 horas. Criticidad muy alta.
Supuesto de riesgo inicial: El modelo de fraude externo está en proceso de evaluación para catálogo; el equipo de fraude revisa y puede revertir cualquier bloqueo dentro de las 2 horas siguientes
Restricciones explicitas: El bloqueo es solo a nivel de transacción individual; no de cuenta completa; el modelo de scoring de fraude debe completar homologación de seguridad y cumplimiento BCRA antes del uso en producción; el bloqueo es reversible por el equipo de fraude dentro de las 2 horas siguientes; presupuesto máximo USD 200.000
Sponsor: Diego Carrasco — Gerente de Prevención de Fraude
Datos requeridos: personales",si,si,si,si,si,si,,,,,,,,,Negro,
test,TC-RECLA-01,"Nombre de la iniciativa: Re-clasificación: Chatbot con módulo de ejecución autónoma de cambios de plan
Tipo de intent: Negocio
Declaracion del intent: Chatbot de atención al cliente (aprobado como Amarillo) al que el área de Canales Digitales propone agregar un módulo de ejecución autónoma de cambios de plan. El módulo recibe la solicitud del cliente; verifica disponibilidad del upgrade en el catálogo; ejecuta el cambio en el sistema de facturación y confirma al cliente; sin intervención de un agente humano.
Area proponente: Canales Digitales
Flujo de valor o area afectada: Autogestión de cambios de plan en canal digital
Metricas de exito: Tasa de cambios de plan completados sin intervención humana >= 80%; tiempo de procesamiento del cambio < 3 minutos; satisfacción del cliente post-cambio >= 4/5
Impacto en personas: Clientes (~25.000 por mes que solicitan cambios de plan en canal digital). El módulo ejecuta cambios contractuales de forma autónoma sin revisión humana por caso. Criticidad alta — modificación de contrato.
Supuesto de riesgo inicial: El módulo opera solo sobre upgrades dentro del catálogo vigente; el cambio de plan es reversible por el cliente dentro de las 24 horas siguientes
Restricciones explicitas: El cambio solo puede ejecutarse dentro del catálogo de upgrades aprobados; toda modificación con condiciones contractuales no estándar requiere escalada a agente humano; este cambio activa el gatillo §6.3.1 y requiere re-clasificación completa; cumplimiento Ley de Defensa del Consumidor y normativa ENACOM; el cambio es reversible por el cliente dentro de las 24 horas siguientes; presupuesto máximo USD 65.000
Sponsor: Gabriela Moreno — Directora de Canales Digitales
Datos requeridos: personales, confidenciales",si,si,No,si,si,No,,,,,,,,,Rojo,
test,TC-V-01,"Nombre de la iniciativa: Asistente de Redacción de Comunicados
Tipo de intent: Capacidad de Equipo
Declaracion del intent: Asistente de lenguaje que genera borradores de comunicados internos a partir de consignas del redactor. No accede a datos de clientes ni de empleados. Toda publicación requiere revisión y aprobación del redactor responsable.
Area proponente: Comunicaciones Corporativas
Flujo de valor o area afectada: Producción de contenido interno corporativo
Metricas de exito: Reducción tiempo de redacción >= 50%; satisfacción del redactor >= 4/5; tasa de aprobación de borradores sin revisión mayor >= 80%
Impacto en personas: Empleados (8 redactores de Comunicaciones Corporativas) como usuarios de la herramienta. No afecta directamente a clientes ni empleados como sujetos de decisiones. Criticidad baja.
Supuesto de riesgo inicial: El modelo del catálogo produce texto coherente y sin sesgos; el redactor siempre revisa antes de publicar
Restricciones explicitas: No procesar datos personales de clientes ni empleados; toda publicación requiere revisión y aprobación humana antes de difusión; presupuesto máximo USD 10.000
Sponsor: Marcela Ríos — Gerenta de Comunicaciones Corporativas
Datos requeridos: ninguno sensible",No,No,No,No,No,No,,,,,,,,,Verde,
test,TC-V-02,"Nombre de la iniciativa: Analizador de Informes de Gestión
Tipo de intent: Operativo
Declaracion del intent: Sistema de análisis que procesa reportes mensuales de gestión interna y genera resúmenes ejecutivos con identificación de tendencias y desvíos. No procesa datos de clientes individuales ni de recursos humanos. Outputs revisados por gerencia antes de su uso.
Area proponente: Planificación Financiera
Flujo de valor o area afectada: Ciclo mensual de reporte gerencial
Metricas de exito: Tiempo de generación de resumen ejecutivo < 2 horas; precisión de detección de desvíos >= 85%; adopción por gerentes >= 75%
Impacto en personas: Empleados (12 gerentes y directores de área) como consumidores del output. Ninguna decisión sobre personas individuales depende directamente del output. Criticidad media para el proceso gerencial; baja para personas.
Supuesto de riesgo inicial: Los reportes están correctamente estructurados y disponibles al cierre del mes; la gerencia valida los análisis antes de usarlos
Restricciones explicitas: No procesar datos personales de clientes ni de RRHH; outputs no pueden distribuirse fuera del perímetro corporativo; presupuesto máximo USD 20.000
Sponsor: Rodrigo Varela — Director de Planificación Financiera
Datos requeridos: confidenciales",si,No,No,No,No,No,,,,,,,,,Verde,
test,TC-V-03,"Nombre de la iniciativa: Resumidor de Actas con IA
Tipo de intent: Capacidad de Equipo
Declaracion del intent: Herramienta que genera resúmenes automáticos de actas de reuniones internas. Recibe transcripciones y produce un resumen con puntos clave y compromisos. No accede a datos de clientes ni a información financiera. Los participantes validan el resumen antes de compartirlo.
Area proponente: Gestión de Proyectos
Flujo de valor o area afectada: Documentación y seguimiento de reuniones de proyecto
Metricas de exito: Tiempo de documentación de actas reducido >= 70%; tasa de validación sin cambios mayores >= 65%; satisfacción del equipo >= 4/5
Impacto en personas: Empleados (45 líderes de proyecto y coordinadores) como consumidores del output. El resumen no influye en decisiones sobre clientes ni empleados. Criticidad baja.
Supuesto de riesgo inicial: El LLM externo será homologado en catálogo antes del despliegue; las transcripciones no contienen datos personales sensibles
Restricciones explicitas: No procesar reuniones con datos de clientes ni reuniones del Directorio; el LLM externo debe completar evaluación de seguridad y cumplimiento Ley 25.326 antes de producción; el resumen es validado por participantes antes de su distribución; presupuesto máximo USD 15.000
Sponsor: Patricia Soto — Directora de PMO
Datos requeridos: personales, confidenciales",si,No,si,No,No,No,,,,,,,,,Amarillo,
test,TC-V-04,"Nombre de la iniciativa: Resumen de Historial de Contacto
Tipo de intent: Operativo
Declaracion del intent: Sistema que genera; antes de cada llamada entrante; un resumen del historial de contactos del cliente (últimas interacciones; reclamos abiertos; plan activo) visible solo para el representante. El sistema es informativo y no propone acciones. El representante decide cómo gestionar la interacción.
Area proponente: Atención al Cliente
Flujo de valor o area afectada: Atención de llamadas entrantes al call center
Metricas de exito: Reducción del tiempo de consulta de historial >= 60%; tiempo de gestión promedio por llamada reducido >= 15%; satisfacción del representante >= 4;2/5
Impacto en personas: Empleados (380 representantes de atención) como usuarios del sistema. El resumen informa al representante; no influye directamente en decisiones sobre el cliente. Un resumen incorrecto es verificable directamente con el cliente durante la llamada. Criticidad media para el representante; baja para el cliente.
Supuesto de riesgo inicial: La plataforma CRM está disponible con latencia < 2 segundos al inicio de cada llamada; los datos de historial están correctamente actualizados
Restricciones explicitas: El sistema no propone acciones; solo presenta resumen informativo; cumplimiento Ley 25.326; el representante toma todas las decisiones sobre la interacción; presupuesto máximo USD 25.000
Sponsor: Claudia Herrera — Gerenta de Atención al Cliente
Datos requeridos: personales",si,No,No,No,No,No,,,,,,,,,Verde,
test,TC-V-05,"Nombre de la iniciativa: Monitoreo Inteligente de Red
Tipo de intent: Operativo
Declaracion del intent: Sistema de monitoreo que analiza métricas de rendimiento de red en tiempo real y genera alertas automáticas hacia equipos técnicos internos cuando detecta desvíos de umbrales. No procesa datos de clientes individuales. Las alertas son insumos para que el equipo técnico evalúe y decida si intervenir.
Area proponente: Ingeniería de Red
Flujo de valor o area afectada: Operación y mantenimiento de la red de telecomunicaciones
Metricas de exito: MTTD reducido >= 40%; falsos positivos < 8%; disponibilidad del sistema >= 99;9%
Impacto en personas: Empleados (25 ingenieros de red y operadores NOC) como destinatarios de alertas. No afecta directamente a clientes ni empleados individuales como sujetos de decisiones. Las alertas son insumos técnicos. Criticidad alta para la continuidad del servicio; no para personas individuales.
Supuesto de riesgo inicial: Los umbrales de alerta están correctamente calibrados; el equipo técnico responde y decide ante cada alerta
Restricciones explicitas: No procesar datos identificables de clientes individuales; las alertas son insumo para decisión técnica del equipo NOC; no acciones automáticas sobre la red; cumplimiento normativa ENACOM; presupuesto máximo USD 40.000
Sponsor: Alberto Fuentes — Director de Ingeniería de Red
Datos requeridos: operativos, confidenciales",si,No,No,No,No,No,,,,,,,,,Verde,
test,TC-V-07,"Nombre de la iniciativa: Recomendador de Capacitaciones
Tipo de intent: Operativo
Declaracion del intent: Sistema que presenta al empleado; al inicio de cada trimestre; una lista de cursos de la plataforma interna seleccionados en función de su rol y área. El empleado puede inscribirse; ignorar las sugerencias o buscar otros cursos libremente. Ningún indicador de desempeño refleja si el empleado siguió las recomendaciones.
Area proponente: Recursos Humanos
Flujo de valor o area afectada: Gestión del desarrollo y capacitación de empleados
Metricas de exito: Tasa de inscripción a cursos recomendados >= 35%; relevancia percibida de recomendaciones >= 4/5; cobertura de empleados con al menos 1 recomendación por trimestre >= 90%
Impacto en personas: Empleados (2.400 empleados de planta) como destinatarios de recomendaciones. La decisión de inscripción es enteramente del empleado; sin impacto en indicadores de desempeño. Criticidad baja.
Supuesto de riesgo inicial: El catálogo de cursos está correctamente categorizado por rol y área; el empleado tiene libertad total de ignorar o sobrepasar las sugerencias
Restricciones explicitas: No usar datos de desempeño individual ni indicadores de gestión personal; las recomendaciones no pueden incidir en evaluación; promoción ni compensación; cumplimiento Ley 25.326; presupuesto máximo USD 22.000
Sponsor: Valeria Montes — Gerenta de Desarrollo Organizacional
Datos requeridos: ninguno sensible",No,No,No,No,No,No,,,,,,,,,Verde,
